aabasu	nombre de hombre
joo	pero
joo	rugoso
mesem	nibiscayennensis
kregkrero	carpinteros
melano	dryocopus lineatus
melano	leucos
krejkaa	protegido o
krejkaa	sentirse respaldado
krejkakwa	apoyar
krejkakwa	ayudar a alguien
krejkakwa	respaldar
ewa	prést
ego	maltratar
son	dl tikwari
kroo	de an gowi
kroo	toosukroori
kroo	wi
kroota	i j salva
almace	esparcir achiote
kroori	aya
kroori	kroorimooya
kroori	kroorimooyaka
kroori	toosukroori
kroori	toosukroorí
kroori	waya
enferme	pl e
así	mono
koom	a pagritu
koom	moolakka
koom	moolakku
koom	rela wa
koom	ruchette
derrum	bar una casa
taba	dae
taba	nidae
kajbri	bei
kajbri	caián de río
kajbri	kujbri
kajbri	opporo
kajbri	rokkrwa
kajbri	rokkwa
kajbri	sg
kajbri	sog
kajbri	ujbri
kajbri	uma
kajbri	waakwati
grí	entidades kuuke humanas
grí	num uno
grí	refiriéndose a seres
refiriéndose	animales
refiriéndose	coeedor pioos
refiriéndose	cucaracho
refiriéndose	matapiojos
kuu	compa
kuu	compadre
kuu	matapiojos
kuu	sakagaabra
kuu	sakagatta
sakabri	siigkri
sakabri	tigre
auricu	ar
sakagaabra	cera
sakagatta	cera
sakakakkra	pabellón auricular
cas	colmar un recipiente
cuer	liligowi
cuer	ltos o alargados
cuer	nudadas
cuer	objetos
cuer	s relativamente sólidos
cuer	éndose a trozos
san	guacamaya bandera
bollo	redondo
verti	num para tres
verti	objetos
verti	refiriéndose a seres
pla	des
pla	ef
pla	hum nos
pla	leña nos
pla	nos
kwaa	dom kwaati
kwaa	ef
kwaa	falta de
kwaa	impar
kwaa	kwaamujnz
kwaa	objetos planos
kwaa	otro
kwaa	refiriéndose a tes
kwaa	seres
cases	objetos
cases	refiriéndose a seres
kwaariyoriri	cuerpo plano
dose	bledo blanco
dose	mono
dose	num co uno
dose	objetos
dose	principio montari menos
dose	refiriéndose a seres
dose	ro
dose	sommo
dose	verdolaga
kwaj	macondo
recipien	calderos
inten	kwee cionalmente
inten	kwekkw cionalmente
kweg	no envasar
kwanna	waaw gee
kwekkweri	grande
kwiika	tío
kwitta	cavar
kwitta	éa vrbtrs
tubérculos	comola yuca
tubérculos	el ñame
tubérculos	la batata
est	desenterrar
kwrannari	s cazar
redon	dos u ovalados
ssificador	rujgaka
ssificador	thurium crassinerviun
bejkaa	bienestar
bejkaa	prosperidad
bejkaa	waa
waa	angustia
waa	cha taara
waa	cé
waa	estar
waa	haariwaa
waa	imp nc ser
waa	impar
waa	mar melkwi
waa	niani lguana iguana
waa	objetos esféricos mu
waa	objetos redondos
waa	otro
waa	redondos
waa	tiecm waana
waa	waacha brakaa
waa	waga waati
waa	zozobra
yagka	keera
expre	pa
expre	san
lakkra	espinilla
clasificador	inal que se
pospone	asu
pospone	concavidad
pospone	lita
pospone	motocicleta
sificador	cabezajattakra
sificador	ja upo
sificador	jaakra
sificador	vía actea
referen	animales u objetos
yugkwi	ga
yugkwi	grupo de mujeres
tussa	de ex krawa
ocurren	uutakri
icador	ancha
icador	ao carreteable
icador	e g bijlakwanta
icador	el pélvico
icador	el sacro
icador	jiibrekwari
icador	macana
icador	maciza
icador	rabo
icador	taakwanta
icador	tabla dera
biiyan	dewe
biiyan	leopardus wiedii
biiyan	rdus pardalis
biiyan	tigrillo puma yagouaroundi
kwi	se clss sa
mul	icidad
laakwi	murciégalo
mur	ciélagos
laaniki	afuera
laaniki	exterior
laawi	murciégalo
ladu	maíz cuba
laggri	demorarse
laggri	tardarse
cumpli	naja
anudan	armadillo
mamí	aki
mamí	akkrakoro
mamí	dentado cabassous centralis
mamí	lakkrakoro chorida
mamí	nón
rayado	con franjas uniformes
rayado	orlili apga denadas
serpiente	aaratakkewa
serpiente	bollon bobo
serpiente	carpinterito
serpiente	jilwectowaya liophis
serpiente	mapaná bothrops asper
bla	tapaculo
bla	és
mii	das equis witi
mii	sagkwa diitake
ligkwa	líquido de consistencia
ligkwa	num adj tres
ligkwa	refiri grumoso
gru	mosa
gru	ms
telas	num
telas	trozos de papel
lis	azulosas tretiosciatus
lis	blancas
lem	sia intege niscatus
lii	badense objetos desgarrados
lii	cé
lii	impar
lii	refiriéndose a trozos
lii	tro
lii	urers
ferne	cé
ferne	gerlos
ferne	lia ves
ferne	o ninos
unra	hupa
bar	badense
bar	nom
cquiv	mojarra amarilla
cquiv	praata
domés	a st garrapatita
domés	a st patoco
domés	pato
domés	rada
famil	ripear
plano	bibra de queso
lfligoti	al o
lfligoti	alacrá desmenuzar
mamife	corzuela
mamife	mazama
mamife	venado
govazou	pisa
soorpio	ón
loorensu	lugga nom nom
ammni	juuyamakra
ammni	luggalina kra
ammni	uuyamalkra
ara	araña
ara	auna
ara	basura
ara	neac
ara	nom nom escoba
tomasitc	araña
tomasitc	pata de tigre
par	rawa
lugkre	escobilla blanca
hrni	troncharse
denotaque	en
denotaque	sobre
aciertos	en
ciertos	a la le
ciertos	bres
ciertos	bres para de
ciertos	en medio de
ciertos	pe mino
familia	in psittacidac
ame	icana
maajgata	eq c
maajgata	fecar
obs	escampar
macj	figur
maaj	extingu gatagawi
maaj	gatagawi
maaj	maajgawi
maaj	maajgawita
maaj	tapaculo
odo	relativa ratissima
sabo	sy salados
maintoorc	caliche
nombre	papose
maatageri	en todo momento
maatageri	siempre
pana	congo
diiyo	nompr
diiyo	prést
diiyo	throps mannar
majnakun	wa
mamo	lla
mamo	mannu it el
maññari	borde prést
mara	maní
cás	éruto
wagga	acorta distancia
wagga	rey golero
perso	espabilarse
perso	spantar
aterri	las pieles animales
anfibio	rhinella marina
meeta	medicina
miisiri	saíno
mifero	querer
kakke	me gustaría
kakke	miiwiti mesa okowiyude
hablar	pl
narra	ciones
minane	no regresé rápidamente
sar	mana
sar	miiansu
sar	miisi
sar	misa
sar	muiisi
sar	nún felissilvestris catas
sar	por eso algo
scvrpioi	biwiti
scvrpioi	ligkowa
scvrpioi	maaku
scvrpioi	sagirwa diitake
había	vrbtrs nada
nega	nada te ocurrirá
nega	tivamente
minniki	chinchilín
segunc	centro
segunc	futuro
segunc	medio
segunc	mitad
cole	hter
cole	sguardo issa oristunna
moo	ascgurar
moo	rekkawa alouatia seniculus
rastro	arará macho
rastro	atardecerse
rastro	bled mujer
lazo	huevo de burro
poco	conozoo un poco
poco	mente yokowinte
mooña	nom
moowa	in moore ittiya
humsi	moowe lis
more	ad id sofocante
more	caluroso
mowíi	jobo
mom	bin
mom	enamorado
mom	fruto demoorowa
mom	in
perspi	cillata
época	asegurar
época	enamorado
época	nieta
ñaa	producir un olor
ñaa	sobrina
ñaa	t eder
índice	neque
índice	que se prést
famni	pato
famni	vidac
jattawa	de
meere	minagkreyane weekagaya
meere	no nos enfermado
cobertura	cuero mesa cabelludo
cobertura	árbolmanta
rea	en medio de
rea	itad de
rea	prunnimata
kun	con un posesivo
kun	morar
kun	naagri vrbint provenir
kun	que
kun	residir
kun	v vivir
naajgriga	mozo
naakarika	c naare
naakarika	c pararse
naakarika	erguirse
naakarika	estar de pic
naakiwa	cardón
tetrago	sobrina
domést	azabache
domést	moteno
domést	negro
anima	ahogarse
anima	de les
anima	grandes
anima	les domésticos
anima	objetos macizos kwannakri
anima	objetos yaametuu
anima	plantas
anima	tikri
animales	quiv
nosotros	papayo
hexa	magd sonus
nakasuri	a cada rato
nakasuri	adv raíz
nakasuri	frecuentemente
rakka	coordi gowi
maajga	frecuentar
maajga	saler
maajga	tener por costumbre
ounol	mento rato
ounol	pausa
este	nea
este	suegro
negwa	adje para
negwa	adv su
biiya	cuento
biiya	historia
biiya	no cuesta
biiya	nom narración
biiya	taara loc nadie
nene	conjunción coordinativa
juu	kra
juu	loorensukra
juu	nunca
juu	uuyamakra rbita maxima
prést	cocu piu
prést	nim
prést	pavo
prést	pixju maría palitos
prést	pulga
nine	plaga
indetermi	años
nfna	dem nijya ese
nina	dem pasad aquel
pasad	dem plead aquellos
nokenta	pooti adv nom
nomesito	nombre de hombre
doowe	dem escuchar
durant	oír
nowera	acaccer
nowera	imp pron acontecer
nowera	ocurrit
nowera	prender
ello	o raye
ello	tamarindo
person	conun calabazos
nowe	us burros
precisa	mente vivía así
precisa	nukiwara
ammarati	na kakkeyurade
yug	sur wirinta
mitad	en nuquese mirinta
naa	nura naarira
naa	rira
jannu	delasc kwane
jannu	la mad cé
adje	agradable
adje	supuestamente bueno
nyaaya	buche
aye	bejuquillo
aye	tizón
aye	verja
nyattagra	tizón
madu	derrotar a alguien
madu	vencer
nyuukr	bálsamo
nyuukr	estrella
nyuukr	luceros
glan	um
ñaabri	másigo
ñaabri	name
ñaakrini	cachito
collin	sit
ubi	lepartamento de magdalena
sep	atun
sep	tenatum
ñaaya	buche
ñaaya	comida
sonido	aromo
sonido	bejuquillo
nannaa	ñoo divisar
particu	pobre
particu	pobrecito
particu	querido
okkra	pobre
okkra	querido
nesu	nombre de mujer
sowelu	go
sowelu	y nompli ganado
oogoniri	cocido al humo
oosok	caramba
oosok	excl ni oh
ines	pcrado o dramático
allí	bre de hombre
allí	eter
ter	cé
ter	lamentar
ter	llorar
ter	quejarse
ori	bordón
aseve	te
niñ	et soñar
niñ	ñar
esp	ensoñación
esp	santo
esp	sueño
matriz	útero
owesu	vri afec
paa	pacha
paa	yani
refirión	bagre
paalanakra	ñame
paaligru	guacharaca
paala	it er unse
paala	paalinar
paala	peer nar
paala	pigas paalinare
paala	puulinare
paala	tussakrawakra
paala	ñame
paapas	muñeco
paapelu	papel motru neda
paapelu	papeles
praata	guinco
paatu	galandria
paatu	guinco
paatu	guineo
acu	paa minata
kajgwra	kuarupretto
kajgwra	nom novakra
kajgwra	paawa russw
kajgwra	patunisa ggwratikiwi
sectos	maría palitos
pag	guacharaca
pag	plag pajarilla
aproxima	enero
aproxima	hter
aproxima	mayo
aproxima	tte entre diciembre
peer	abuelo
peer	anciano
guurisu	ancianos
mayo	peer res
res	guardo
arittukra	bonisa
dosea	botón de oro
piinsi	p tomi nom
malifor	pl mara passif
pis	lagartija
pis	restos de alimentos
joogko	erguir wella pekktrata
peññukragga	meleras
pitro	luci goye masajcar
pitro	repasar
pippidal	golondrina
pittiennaka	chupaflor
verdo	reve chupaflor
visto	nom
visto	pavo
visto	yakeka
piuju	pavo
halarob	gos
halarob	la a
halarob	melón
flexi	la
ydrochae	nón
totear	reventar desde adentro
sonic	burra germinar
clari	los
clari	los radios
cala	biiyu
cala	calabacito
cala	ciertas frutas
cala	guartinaja
cala	nomc kweeru
cala	owerisw canast cho
cala	tivabl bazos
fuego	priimub reventarse
fuego	refiriéndose a objetos
priimub	nos cacral suelo
proovra	yuca
vento	oo amarrar
transpor	morrocoyo
sipho	puguta naptera
puda	ad o fétido
puda	nauscabundo
puda	pestilentc
paguw	pestilente
nau	dera
nau	scabundo
pati	el melón
pati	la papaya
pati	tubé lla
made	ciertas frutas
hicador	sin vellosidades
raajga	ra apartar
raara	encrvarse
raara	enfadarse
raara	irritarsc
jaratuu	enervar a alguien
jaratuu	enfadar
raasog	japan raasont
raasog	ratón
rajcuwi	rabiar
rakkra	hartarse
rakkwata	prést
residen	ón
tubércu	don
reesa	res
vetcad	mana
nostal	cé
nostal	elancolía
algo	dibujar
algo	diseñar
algo	escribir
piel	a las
piel	de ciertos animales
rinart	picar
pee	gallina rizada
pee	gu logko
pee	rizada
varic	berr gallineta
tipod	babilla
tipod	palma de vino
tipod	waakwati
gri	de seus
gri	palma de vino
stigkr	oso caballo
esa	pequeño s hormiguero
ruj	detabacojonnawa
ruj	gatopardo
ruj	kaarakanta
embria	borrachera
embria	mencador
yukkwaya	entrañas
yukkwaya	entrañas ya a
yukkwaya	trisccras
ruttabri	de e nom
figur	bellota
ruku	refregar
ruku	restregar
joññokwa	pa
myi	saare tubercal cls
cue	kaaraare
past	diversos
past	varios
tyrunns	arches venezuelensis
tyrunns	myiarchus fer
ador	leche materna
saa	adv tana fuerte
saa	dormilón taarasakka
saa	firme
saa	ka
saa	médic takka dico
saa	nooka
saa	saggala
sas	moler
saagatta	sesos
inverte	brados como grillos
inverte	casaa racoles
inverte	langostas
saajino	mana
saajino	saíno
saaka	clasificador
saaka	estrecho
saaka	falta de completitud
saaka	impar
saaka	kamujna um dos
saaka	kari dj angosto
saaka	kateyeemekenta num cinco
saaka	objetos atados ocmpacados
saaka	otro
saaka	refiriéndose a objetos
ata	dos o envucitos
ata	juugku
ata	tecriya eleocharis mu
mad	saco
mad	varón
saalaprila	p nom
saale	salir
dormi	espiga
castiga	fresco
hacer	una maldad
hacer	waarigowi
sañhanar	sakkramanta a nom
sakkwi	apisonar
suwt	ruña
suwt	soolanu
sassada	conjunción consecutiva
sassada	por eso
sassada	por lo tanto
resquebra	li jado
las	esdelosárboles
las	llegar hasta
grande	y macizo
seeya	picotear
see	celia
see	delgados
see	los calderos
see	ofrecer
see	sense dar
see	y m ordun
den	sión
sentakri	divis seññ
orina	grillo
orina	uñita
cera	cascabel
veñgs	planta mapaná
especie	chicharrón
especie	roote
siipurt	uñita
sessero	cigarrillo
sessero	grillo
pur	urea
desagra	cies de dable
insul	frijol
tex	plástico
sompe	cucaracha
sonnt	enfadado
sonnt	irritado
sonnt	soññoti enojado
afcitars	prést
butte	pelar
sookito	nom
soosokw	suero
totun	venezolana
estac	agujeta
estac	sombecro
har	noa jeta
har	seres humanos kutteycemekenta
aproxi	mente en octubre
gene	los tres magos
cons	chotiws
kattulrwa	daggera
kattulrwa	kattulwadeera
kattulrwa	sooweda buurari
sugganiri	alimento cocido
uurader	cé
uurader	disgustarse
uurader	molestarse
nombri	cé
sunari	valiente
cuerpo	angosto
cuerpo	eirregular liikwecri
cuerpo	keera cla
cuerpo	largo
cuerpo	ma
cuerpo	pequeño briitoye
cuerpo	rabia
cuerpo	refiriéndose a un
cuerpo	rudeza
cuerpo	suumisu furia
cuerpo	ti clasificador
cuerpo	tii clasificador
cuerpo	y grande briikwecri
cuerpo	y macizo briigaari
cuerpo	y macizo briikweeri
cuerpo	y redondo waakweccri
suunsura	ngo
ojo	de giiey
ettesa	puerco
sufi	chupado
sufi	dentro de
inte	duerme dentro maca
inte	saaragate kissasa
haleka	abuclito
haleka	cariño
haleka	peenarisu
taag	que
yaati	palom kewari
sicera	alimentos
sicera	palom ria
taapa	bagaña
taalrwa	otro
taalrwa	wa
servi	cé
servi	recipientes
taakwsa	jagúey
taakwsa	li a
lengua	habla
lengua	idioma
lengua	palabra
noke	taauku hablarburdamente
cotia	hear palabra
taautad	desgraciado
taautad	miserable
taautad	perverso
purpa	uezo
teaguku	tabaco
pigoress	tortera
nuevo	a quienes llamamos
nuevo	caria taina
jna	carreto
cié	tiya
vérte	mbares
sin	teente la gular
maño	termitero
prera	que
plu	temple illa
plu	voluntad
sil	esterilla
sil	hoja de luna
sil	junco
sil	tabaco de o
plan	ga tas kraggwika
plan	rática eleocharis mutata
tewera	girando
tewera	pron dando vueltas
tewera	rotando
desfalle	cimiento
desfalle	cé
liber	refiri pepo
añoj	extenderse
añoj	imp dasa beporar
tii	teewitakri
cuc	halla tropezar
pul	unag monata
neta	culeb la
neta	equiw
especies	de peces
grue	chicharrita
tiibr	nom ardit seban
tán	nar agua no
tán	o pli tijera
tán	prést sem timbo
tán	tijera
tti	cé
otro	cé
otro	objetos tijlaka largos
otro	oblongos
otro	refiriéndose a seres
tíi	nom
oblon	cé tiimujna
oblon	solera
poose	i pose
tran	tintinit
tiiyo	nom
perpendicular	burn niente norte
nae	nom waagri español
nae	y milla
sanos	arder
tia	tityw
tia	ñiu
evi	e dente
ayu	nombre de corazón
teeya	tookr tocar maraca
tyco	sicum
tootutt	no alm
tootebri	nom
arti	cé
arti	ión
articu	lo
calabazo	bonga majagua
vre	disn frutos
dina	sacudirse
tuna	name
tuna	paalinar
tuna	paalinare
tuna	san lanar
tuugat	nom
tuugkeere	ranita
tuugwa	mirar
tuugwa	ver
teco	mapurito
carní	voro conepatus semistriatas
tuula	reencontrarse con alguien
guan	bre de mujer
wist	pl npolo
wist	planta w
imper	bonito
imper	ittikogratawa
imper	monse monsetewa
imper	nublado
imper	tarur montañoso
articula	ción
articula	cé
sur	mana
kiiri	animal desgraciado
pro	guurt
pro	itual kwiila
pro	kwitwita
pro	lukkta gruttari
pro	nombres
pro	o has visto
pro	res
dor	lucero
dor	músculo del zo
dor	músculo gemelo na
dor	músculo o
dor	wa
tura	tutikckn cls suf
noción	de brote vegetal
agrada	inpi a
ugguwiga	calderos
ugguwiga	v cé
tarar	hach kkegowiti
objeto	eucalipto
ukkwa	hachar
despe	aproximadamente en mayo
despe	del desbrooe
uuliy	golero
uuga	banco
uuga	polvorin
uukasu	banco
uukasu	banquito
uukasu	cé kaakri
uukasu	kaakrimata
uukasu	la
uukasu	olivo
uukasu	uatakri
uukasu	uti
uukasu	uukri
encogién	armadillo
tel	animales
kaakri	uma mata
kaakri	uti
kaakri	uukri
kaakri	uumata
kaakri	uupe
kaakri	wuta
zapatc	tacán
uuyamakra	auyama
traba	uiv
anfi	bocachico
anfi	colectar pescado
anfi	ennaka jiompli bocachico
anfi	pescado
anfi	waakayeri
atemorizarse	asustarse
angus	desasosiego
angus	lwos tia
mno	blanco
mno	cha waacha bajmipita
mno	tres pics
picle	guanábana castilla
tualr	flores de lujo
waaj	t waacha sikkikra
prop	bijao
lati	cone folio
taara	españo
taara	gallineta
taara	guachiclo
bitta	waagra
bitta	weagra emnaka
waakra	guacamaya
waakw	bo throps asper
waakw	colirio
waakw	lagañas rakikkra im
waakw	m paná
waakw	mapaná
waakw	nc ojo
waakw	peeye eya
waakw	pof figara ss
waakw	waakwa sonti
waakw	waakwa soomtoro
waakw	yeepe eya
preten	amotoso
preten	sidón
wit	ta
waanch	nom
waanias	num nom
waame	pecho de tigre
wae	pecho de tigre
ave	aglios at cheraare
ave	batata
ave	bochere
ave	briggera chondrohieex uncinatus
ave	bukkachu campylorhynchus
ave	cabello kwiikra
ave	carrao
ave	cero
ave	chicaloa
ave	cl joojo
ave	de ague recortar
ave	galápago
ave	garrapatica
ave	gatopardo
ave	guardacaminos
ave	gwajbri saarasakka
ave	hypnelus raficollis
ave	ittil especie de
ave	joochochi
ave	juuntu momotus moa
ave	juuntukcera bula ruficauda
ave	kaggakwa
ave	kaggwakwa
ave	kajpimpiro
ave	kochere
ave	krogkrero campephilas
ave	kwaagkwari
ave	leptodon cayanensis
ave	lojkattodaggera
ave	m brakke
ave	mare
ave	nyctidromus al
ave	objetos largos gruuta
ave	ojoso
ave	owciowe
ave	paaligru ortalis garrala
ave	pai pai
ave	partir
ave	picar
ave	pierna barbalito
ave	pooñig
ave	ro aramides
ave	roj aramides cajanea
ave	rukku otus choliba
ave	squamma carpintero
ave	toontato
ave	ussuussu
ave	waagko
ave	wikkrasu aicrastur semitorquatus
ave	árboles covador
waamajna	cé
waamajna	num waans dos
waamajna	refiriéndose a seres
waari	des ciac
waarig	paletilla
deu	anamú
deu	bautizar
deu	cadillo
deu	iv waaseewi fotografiar
deu	rujga m dillo
waasu	concha de armadillo
waasu	tía
yeri	refiriéndose a seres
wati	recto
waawa	rito de monte
waawa	zorra
waawagowi	escapar
waawagowi	fegarse
waawagowi	p aboyentarananimal
waawagowi	vislmbrar
waawagowi	volverse visible
waawagowi	wiika
waggabri	rey golero
wainoc	acci
wainoc	acu
wainoc	pal dez ge
perci	ceiba roja
perci	tolúa
wakkani	ceiba blanca
wakkani	libélula
wassa	in wakkokwa
porel	wattiniki hoy
cómo	relampagucar enla lejanía
weenta	amañarse
prési	nota prést
wet	hombre solo
wet	joaco negro
wet	plateado
niwai	wentak robar
estar	acción
estar	achiote
estar	acorralar
estar	animales
estar	animales grandes
estar	animales que
estar	balanceándose
estar	bot firicnd
estar	dokka
estar	dose a animales
estar	efecto de robar
estar	en lo alto
estar	jcerikaa
estar	jissancka
estar	jissanckaa
estar	kejmeta
estar	mayor guuri
estar	mokri
estar	naakati
estar	naakatika
estar	objetos
estar	objetos largos brectakri
estar	objetos macizos
estar	objetos mo
estar	objetos z mogri
estar	ocupa robo
estar	oenganchando
estar	om sooweda
estar	refiriéndose a animales
estar	ri
estar	sobre el suelo
estar	sobre una superficie
estar	tc animales grandes
estar	ukka menor maññari
estar	yaka
estar	yanwa
estar	árboles
equir	figar criar niños
conoc	verano
altas	sentir calor
prote	sompc zoo cucarachero
prote	upervisar
winoo	li eniz
wigpilu	wigtila
wigpilu	wigtiru
wiijma	wigkilu
wiijma	wigpila
wiijma	wigtiru
ahu	pli gow yu
ahu	wigkilu
ahu	wigpila
ahu	wigtila
wwauwa	weugowi
wwauwa	wiikril gowi
wwauwa	wiiwika
wipa	mazan vrbtrs sila
wipa	sobar
takwaj	sowi
wiiya	augura simple
wiiya	insipido
wiiya	sin sabor
wiiyabri	lloradero
waawe	mgowi
waawe	wii
waawe	wiika
wiiyagowi	imitar
wiiyagowi	remedar
wiiyamoowi	presentir
wiiyamoowi	saber con anterioridad
sal	adi augurar
wijassa	ap saber
wijassa	tener conocimientos
wiyentu	nom
cspe	en
enlaca	bre de mujer
fruto	castilla waacha dukkruwa
fruto	árbol de enterarse
vio	refiriéndose a objetos
vio	se
pers	cls relati
yaa	bollomojoso
yaa	guiácharo
yaa	ikwarieira barbara
yaa	maluco
yaa	mana mekaariwaa
yaa	mowa
yaa	nookwi
yaa	remunnaa
yaa	tuu
yaa	v nom
yaa	yaatikwari
carnívoro	v eira barbara
yaame	maluco
pigueazos	guicharo
pigueazos	guácharo
pigueazos	ka
yaasappi	wari jmpli ácharo
yaan	ducño
yaan	padre
paapa	p nwebo
paapa	paapasito lido
paapa	paapasu gruttari
paapa	soowesu
gun	risu kraari
gun	yaau takke
gun	yaau takkesu
gun	yaawak yajgasu gruttari
cho	a sida poeppigianaj
cho	chiimila
cho	nom rida
personas	kragga plural
personas	kwi plural
personas	padre de los
ubre	dioses
ubre	padres
antig	casa completamente cerrada
yajsikwe	cé
yajsikwe	noa residir
yajsikwe	vivir
yaj	tener
yaj	yake haber
empk	aunq
empk	nombre de hombre
empk	padre
kraari	vr nom
menti	cé
guien	difunto
kacabr	a pesar de
kacabr	pedir
kacabr	solicitar it
yeegz	desplazarse en grupo
yeegz	grupos de animales
yeegz	nom desbandarse
yeegz	vómiti refiriéndose asemillas
yeegz	yeegka seres humanos
criatu	cé
yanwa	estar alerta
yanwa	prestar atención
yauti	mejor
yauti	más bien
yawati	comemos otra vez
yawati	más bien
yawati	por qué no
yawati	ycegkru
yeekra	ducño
orga	siura
naajga	acompañando kraachago
naajga	yeekwilo tiki
famili	dueños
famili	padres
yes	hermana
yes	prima
yeeta	caracol de agua
yooro	colaborar barba yecyowaya
yooro	envidia
yooro	jukkru
yooro	liga
yooro	prima
yooro	primo
yooro	waggaya
yoorojukkru	pelota
enzo	a nom
yoo	galáp brigowi
humi	kicwi pr abrillas
plé	rebuscar
rukkwaya	rakra
yummn	loc nom nadie
yuaa	co ningún momento
yuaa	loc r nunca
yuuka	extraviarse
yuuka	yuyake perderse
montear	cé
bre	bres
clasifica	de po plano
clasifica	pequeño
español	ette
cquiva	erencia a ilustración
abajo	abajo
abr	abr moowe
abr	moo
melera	peññukragga
kannatu	ace bru
especiede	wiinti
ácido	acostarse saborkwraarani
acostumb	cor luz tunguwaa
kraña	krañagoyc
kraña	nakkan gowi
planta	acostado bixa os
planta	amarilla lugkre
planta	ammuna
planta	barbaca
planta	batamb barbaco
planta	blanco sommo
planta	bruuru wa
planta	calabazo de
planta	cañandonga
planta	cereus hexagonas
planta	espinoso blccu
planta	juugku
planta	koobru ittiya capparis
planta	macho moogowakra saawiri
planta	majagua ittu
planta	marrón kuuwiyoorokra
planta	naakiwa
planta	paaradakraa masa acuminata
planta	pazradakraa musa inata
planta	pecyogkra
planta	ryookra capsicam amara
planta	semilla
planta	taagkrawatop nisa
planta	takkwa ittiya rawvolfía
planta	tiiru chakra
planta	waajau serna reticulata
planta	waara
planta	waara rujga
planta	yaanten plantago major
planta	yoorogra gossypium
sestar	unas grande brecbrekwa
hori	adentrar dera
hori	animales
hori	huecos pronti
hori	kroggoti
hori	recipientes tiñña
seña	pa
kroorimoo	osukroori
sentir	afrecho
sentir	africana
sentir	jecri
sentir	jeerikaa
sentir	jissa
sentir	jissakaa
sentir	krecya krecyakaa
sentir	mekaa
sentir	wajkaa
sentir	wee
abeja	africana
palma	allineta
palma	jukka ennaka sabal
palma	león
pez	anímica kossoriya
pez	bajagua
pez	bay
pez	bocona
pez	botifo
pez	chancado
pez	de cantidad bunnc
pez	jummesu
pez	kceru
pez	laa
pez	luggali
situación	bejtuuriwaa
másomenos	ervida kiiwo
másomenos	loba
ahora	ale jaaya
alg	un animal wawagowi
alg	waugowi
kwrii	alebrestarse
kappa	y sacudirse
cour	baril
alma	del corazón tootuttusu
menos	cercas wi ear
menos	gaari gari
menos	jonsonaanta manta
menos	krecre augurar krere
menos	krecro krero
menos	krokkro krokkro
menos	kwekkweri
menos	maari maarl
menos	u g puyag
menos	wiima wimari
maanritii	abejajormis
sentirse	joorikaa
sentirse	krecyakaa
sentirse	man malambo
sabor	angosto sazka chograwx
sabor	cttekragga
sabor	ennegragga
despla	akkwa
angustia	año waabrariya
goc	apis o brinneneti
goc	kora brinne
dedo	illo
dedo	kokkwa
dedo	kokkwa akkagala
dedo	kokkwa maapren ññari
att	ranu
aproximarse	arco kwaana
aproximarse	ukketoo
paagwa	mocturmaloppo itti
mono	aret bot arará
dura	flor dekajkuusagra
bol	beckara
bol	dajrekko
bol	meckara ampelocera tula
dio	ette koroda
asegurar	atemori
asegurar	mowii
asemejarse	un a
mente	figar yuuguwi
mente	gwajgawi
mente	myias gwajgo
mente	yuuti
veme	sis
dejar	estar jissanckaa
dejar	moo
dejar	mooye
dejar	un moowe
lanta	ajnikra
lanta	armmnikra
lanta	bruttukolkra
lanta	majkra ipoatatas
lanta	muntimuntirakra
lanta	wecriya ittiya
lanta	yummekra lagenaria ta
sentimiento	botifo tiibru
armadi	waasu koroda
bot	ca maasicha
bot	horcón
bot	quito tujgabru
bot	rujgaka
bot	sonti
bot	st árbolñaakrini
bot	una especie lebrecga
offici	rem
babilla	bagre
rbol	aantiti coccoloba obovata
rbol	ikkokra acacia glomerosa
rbol	jecrati gyrocarpus americanas
rbol	likkragra combretum fruticosum
rbol	moorokra spondias
rbol	nyooroti myroxylon balsamum
baño	barba
cari	batará
zoo	emeditadamente gwerakkati
bejuco	bienpa ugwa
bejuco	maññakra desmoncus anthos
bejuco	tannikra baukrinia glabra
mico	biiku
mico	joo
taakwa	clasificados
poly	uijao gama
kazw	bersattuda
kazw	pela pela becsattuda
quadrival	bot
ungus	cati
serpiemte	berrendo
color	bledo
color	catabre
color	ruunta runta
más	yauti
más	yawati
rde	kraa
rde	kraa chorida
blando	gruuke
ssistencia	gatta clasificador
spi	bollor mosus
avispa	botón de oro
avispa	eléc bocachico
avispa	tábanc waasu koroda
mes	bolloblanco
mes	kaktk bollo
borrachito	b zoo al
animal	sunari
convisos	kanne kanne
vegetal	citi clasificador
vegetal	ka dasificador
vegetal	tura clasificador
hacerlo	bugre bugregowi
cabalgar	caballete
galo	par sag sag
cacique	pcenarikraa
pecna	peenarittukra
pecna	riiti pukkr
pecna	y maci rintatu
dichot	cadena
calcular	refiriéndose a
contener	prunnimata
kuj	rocodylus sp
caldo	camino ruuña
varias	campas tmootc mote
reptil	gwaakwipolychrus marmoratus
reptil	jobón
reptil	kallo
reptil	liimuttu
reptil	lobo
reptil	waana
comporta	candeli miento aate
comporta	caney
jii	we
plantas	joowiga ipo p
plantas	wagga plural
jac	mtia sp
cangrejo	canilla
cangrejo	cañón
offi	cinarum
offi	kitya
excel	bruuruwakra phaseolus
luna	ruto de la
maíz	carreto
cyclocar	carmicera
